frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
376,  0,  3.128,  0.98,  1, 1.09, 0.42, 1.60, 0.00, 0.79, 0.44, 0.00, 1.79, 0.35, 1.71, 0.19, 0.08, 0.47, 0.41, 0.31, 0.62, 2.54, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
377,  0,  3.136,  0.98,  1, 0.95, 0.29, 1.47, 0.00, 0.77, 0.49, 0.00, 1.96, 0.34, 1.86, 0.00, 0.07, 0.54, 0.44, 0.17, 0.59, 2.51, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
378,  0,  3.145,  0.98,  1, 1.02, 0.25, 1.38, 0.00, 0.67, 0.28, 0.00, 1.96, 0.38, 2.11, 0.05, 0.12, 0.61, 0.40, 0.35, 0.50, 2.64, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
379,  0,  3.153,  0.98,  1, 1.15, 0.18, 1.47, 0.00, 0.71, 0.05, 0.00, 1.94, 0.39, 2.17, 0.05, 0.13, 0.55, 0.27, 0.45, 0.44, 2.69, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
380,  0,  3.161,  0.98,  1, 1.20, 0.18, 1.49, 0.00, 0.65, 0.02, 0.00, 1.88, 0.36, 2.05, 0.13, 0.08, 0.36, 0.19, 0.55, 0.24, 2.73, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
381,  0,  3.170,  0.98,  1, 1.14, 0.00, 1.30, 0.00, 0.69, 0.05, 0.00, 1.88, 0.38, 1.92, 0.19, 0.03, 0.22, 0.16, 0.53, 0.48, 2.59, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
382,  0,  3.178,  0.98,  1, 1.06, 0.08, 1.31, 0.00, 0.68, 0.05, 0.00, 1.89, 0.32, 1.80, 0.33, 0.00, 0.37, 0.29, 0.57, 0.65, 2.36, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
383,  0,  3.187,  0.98,  1, 1.04, 0.08, 1.32, 0.00, 0.80, 0.21, 0.00, 1.91, 0.38, 2.02, 0.34, 0.00, 0.36, 0.29, 0.53, 0.77, 2.20, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
384,  0,  3.195,  0.98,  1, 0.90, 0.32, 1.42, 0.00, 0.85, 0.55, 0.00, 1.81, 0.36, 2.09, 0.37, 0.11, 0.38, 0.40, 0.45, 0.57, 2.45, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
385,  0,  3.203,  0.98,  1, 0.94, 0.28, 1.35, 0.00, 0.88, 0.76, 0.00, 1.64, 0.37, 2.04, 0.42, 0.12, 0.29, 0.30, 0.33, 0.51, 2.54, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
386,  0,  3.212,  0.98,  1, 1.14, 0.49, 1.37, 0.00, 0.84, 0.68, 0.00, 1.52, 0.33, 1.88, 0.33, 0.12, 0.31, 0.33, 0.41, 0.67, 2.42, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
387,  0,  3.220,  0.98,  1, 1.33, 0.32, 1.47, 0.00, 0.85, 0.42, 0.00, 1.65, 0.36, 1.81, 0.30, 0.07, 0.19, 0.22, 0.35, 0.83, 2.29, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
388,  0,  3.228,  0.98,  1, 1.33, 0.36, 1.44, 0.00, 0.76, 0.30, 0.00, 1.67, 0.40, 1.72, 0.12, 0.24, 0.18, 0.31, 0.23, 1.01, 2.37, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
389,  0,  3.237,  0.98,  1, 1.15, 0.15, 1.51, 0.00, 0.80, 0.19, 0.00, 1.87, 0.47, 1.71, 0.19, 0.32, 0.11, 0.39, 0.24, 0.99, 2.68, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
390,  0,  3.245,  0.98,  1, 1.12, 0.06, 1.44, 0.00, 0.71, 0.13, 0.00, 1.80, 0.51, 1.67, 0.11, 0.35, 0.16, 0.40, 0.41, 0.95, 2.68, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
391,  0,  3.253,  0.98,  1, 1.11, 0.00, 1.54, 0.00, 0.73, 0.14, 0.00, 1.81, 0.49, 1.94, 0.14, 0.25, 0.18, 0.28, 0.62, 0.82, 2.54, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
392,  0,  3.262,  0.98,  1, 1.19, 0.07, 1.39, 0.00, 0.77, 0.51, 0.00, 1.70, 0.39, 2.05, 0.06, 0.31, 0.18, 0.26, 0.63, 0.66, 2.41, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
393,  0,  3.270,  0.98,  1, 1.26, 0.07, 1.29, 0.00, 0.92, 0.51, 0.00, 1.75, 0.31, 1.90, 0.14, 0.22, 0.39, 0.19, 0.47, 0.63, 2.12, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
394,  0,  3.278,  0.98,  1, 1.25, 0.07, 1.21, 0.00, 0.98, 0.50, 0.00, 1.83, 0.28, 1.97, 0.17, 0.33, 0.33, 0.23, 0.23, 0.39, 2.15, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
395,  0,  3.287,  0.98,  1, 1.26, 0.00, 1.49, 0.00, 0.89, 0.13, 0.00, 1.94, 0.39, 1.85, 0.24, 0.35, 0.52, 0.09, 0.21, 0.25, 2.04, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
396,  0,  3.295,  0.98,  1, 1.08, 0.03, 1.61, 0.00, 0.80, 0.17, 0.00, 1.96, 0.39, 2.08, 0.17, 0.44, 0.37, 0.17, 0.38, 0.44, 2.26, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
397,  0,  3.303,  0.98,  1, 1.03, 0.03, 1.48, 0.00, 0.77, 0.15, 0.00, 1.94, 0.37, 1.81, 0.17, 0.30, 0.54, 0.16, 0.48, 0.59, 2.11, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
398,  0,  3.312,  0.98,  1, 1.06, 0.17, 1.27, 0.00, 0.83, 0.21, 0.00, 1.93, 0.35, 1.82, 0.17, 0.14, 0.43, 0.16, 0.47, 0.79, 2.16, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
399,  0,  3.320,  0.98,  1, 1.17, 0.14, 1.24, 0.00, 0.88, 0.13, 0.00, 1.98, 0.33, 1.68, 0.13, 0.21, 0.47, 0.16, 0.28, 0.54, 2.24, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
400,  0,  3.328,  0.98,  1, 1.21, 0.14, 1.26, 0.00, 0.91, 0.07, 0.00, 2.03, 0.32, 1.73, 0.08, 0.30, 0.42, 0.21, 0.26, 0.57, 2.16, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
401,  0,  3.337,  0.98,  1, 1.31, 0.26, 1.31, 0.00, 0.88, 0.00, 0.00, 1.89, 0.23, 1.89, 0.00, 0.38, 0.54, 0.41, 0.08, 0.73, 2.22, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
402,  0,  3.345,  0.98,  1, 1.33, 0.26, 1.24, 0.00, 0.91, 0.00, 0.00, 1.85, 0.25, 1.77, 0.17, 0.22, 0.73, 0.42, 0.17, 0.88, 1.95, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
403,  0,  3.353,  0.98,  1, 1.51, 0.26, 1.30, 0.00, 0.89, 0.02, 0.00, 1.76, 0.28, 1.74, 0.24, 0.08, 0.60, 0.37, 0.17, 0.86, 2.16, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
404,  0,  3.362,  0.98,  1, 1.32, 0.07, 1.21, 0.00, 0.91, 0.16, 0.00, 1.89, 0.35, 1.54, 0.24, 0.08, 0.40, 0.35, 0.34, 0.85, 2.27, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
405,  0,  3.370,  0.98,  1, 1.22, 0.10, 1.31, 0.00, 0.85, 0.30, 0.00, 1.85, 0.36, 1.83, 0.28, 0.21, 0.15, 0.39, 0.35, 1.02, 2.66, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
406,  0,  3.378,  0.98,  1, 0.99, 0.10, 1.49, 0.00, 0.86, 0.47, 0.00, 1.72, 0.38, 1.83, 0.21, 0.22, 0.14, 0.35, 0.50, 1.14, 2.65, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
407,  0,  3.387,  0.98,  1, 1.12, 0.14, 1.55, 0.00, 0.85, 0.35, 0.00, 1.64, 0.43, 1.97, 0.21, 0.15, 0.16, 0.32, 0.58, 0.98, 2.80, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
408,  0,  3.395,  0.98,  1, 1.21, 0.21, 1.66, 0.00, 0.90, 0.31, 0.00, 1.75, 0.40, 2.03, 0.01, 0.15, 0.14, 0.23, 0.51, 0.58, 2.83, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
409,  0,  3.403,  0.98,  1, 1.29, 0.21, 1.55, 0.00, 0.92, 0.25, 0.00, 1.91, 0.45, 2.13, 0.01, 0.21, 0.11, 0.32, 0.30, 0.59, 2.81, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
410,  0,  3.412,  0.98,  1, 1.21, 0.26, 1.68, 0.00, 0.83, 0.37, 0.00, 1.92, 0.34, 2.24, 0.08, 0.29, 0.34, 0.20, 0.25, 0.56, 2.59, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
411,  0,  3.420,  0.98,  1, 0.94, 0.16, 1.67, 0.00, 0.85, 0.27, 0.00, 1.89, 0.40, 2.15, 0.08, 0.17, 0.40, 0.25, 0.40, 0.95, 2.38, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
412,  0,  3.428,  0.98,  1, 0.87, 0.16, 1.76, 0.00, 0.77, 0.15, 0.00, 1.88, 0.40, 2.11, 0.07, 0.16, 0.49, 0.28, 0.60, 1.01, 2.64, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
413,  0,  3.437,  0.98,  1, 0.93, 0.14, 1.58, 0.00, 0.84, 0.00, 0.00, 1.84, 0.50, 1.99, 0.15, 0.09, 0.44, 0.27, 0.55, 1.04, 2.54, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
414,  0,  3.445,  0.98,  1, 1.15, 0.30, 1.50, 0.00, 0.73, 0.02, 0.00, 1.74, 0.49, 1.87, 0.15, 0.13, 0.67, 0.23, 0.47, 0.70, 2.68, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
415,  0,  3.453,  0.98,  1, 1.06, 0.30, 1.18, 0.00, 0.77, 0.03, 0.00, 1.81, 0.51, 1.83, 0.14, 0.23, 0.67, 0.26, 0.37, 0.49, 2.48, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
416,  0,  3.462,  0.98,  1, 0.91, 0.16, 1.26, 0.00, 0.78, 0.03, 0.00, 1.83, 0.50, 1.82, 0.00, 0.24, 0.64, 0.39, 0.24, 0.52, 2.64, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
417,  0,  3.470,  0.98,  1, 0.84, 0.00, 1.17, 0.00, 0.83, 0.11, 0.00, 2.00, 0.48, 1.83, 0.02, 0.22, 0.53, 0.51, 0.15, 0.64, 2.67, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
418,  0,  3.478,  0.98,  1, 0.90, 0.11, 1.32, 0.00, 0.89, 0.11, 0.00, 1.97, 0.44, 1.94, 0.07, 0.15, 0.68, 0.49, 0.16, 0.78, 2.62, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
419,  0,  3.487,  0.98,  1, 1.03, 0.11, 1.46, 0.00, 0.97, 0.22, 0.00, 1.95, 0.42, 1.91, 0.07, 0.21, 0.78, 0.39, 0.44, 0.72, 2.77, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
420,  0,  3.495,  0.98,  1, 1.02, 0.12, 1.55, 0.00, 1.01, 0.17, 0.00, 1.94, 0.44, 1.96, 0.19, 0.26, 0.69, 0.29, 0.62, 0.69, 2.75, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
421,  0,  3.504,  0.98,  1, 1.10, 0.08, 1.59, 0.00, 0.95, 0.35, 0.00, 1.93, 0.44, 1.87, 0.14, 0.27, 0.52, 0.23, 0.68, 0.62, 2.76, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
422,  0,  3.512,  0.98,  1, 0.98, 0.16, 1.54, 0.00, 0.92, 0.41, 0.00, 2.00, 0.42, 1.65, 0.15, 0.27, 0.44, 0.46, 0.37, 0.75, 2.45, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
423,  0,  3.520,  0.93,  1, 0.87, 0.16, 1.47, 0.00, 0.89, 0.56, 0.00, 1.88, 0.36, 1.63, 0.05, 0.25, 0.67, 0.38, 0.17, 0.64, 2.26, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
424,  0,  3.529,  0.98,  1, 0.89, 0.11, 1.56, 0.00, 0.89, 0.53, 0.00, 1.77, 0.24, 1.57, 0.15, 0.22, 0.69, 0.29, 0.10, 0.57, 2.07, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
425,  0,  3.537,  0.98,  1, 1.11, 0.15, 1.75, 0.00, 0.86, 0.74, 0.00, 1.79, 0.15, 1.81, 0.14, 0.16, 0.61, 0.01, 0.10, 0.65, 1.91, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
426,  0,  3.545,  0.98,  1, 1.13, 0.17, 1.69, 0.00, 0.85, 0.72, 0.00, 1.85, 0.15, 1.91, 0.09, 0.31, 0.46, 0.03, 0.10, 0.65, 2.02, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
427,  0,  3.554,  0.98,  1, 1.07, 0.14, 1.67, 0.00, 0.83, 0.58, 0.00, 1.81, 0.16, 2.01, 0.08, 0.32, 0.47, 0.12, 0.00, 0.64, 2.17, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
428,  0,  3.562,  0.98,  1, 1.04, 0.46, 1.44, 0.00, 0.73, 0.20, 0.00, 1.60, 0.23, 2.01, 0.19, 0.44, 0.43, 0.20, 0.00, 0.42, 2.50, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
429,  0,  3.570,  0.98,  1, 0.95, 0.43, 1.55, 0.00, 0.75, 0.17, 0.00, 1.65, 0.23, 1.87, 0.31, 0.41, 0.51, 0.32, 0.00, 0.62, 2.29, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
430,  0,  3.579,  0.98,  1, 1.01, 0.47, 1.44, 0.00, 0.68, 0.19, 0.00, 1.77, 0.33, 1.93, 0.28, 0.45, 0.65, 0.26, 0.00, 0.43, 2.07, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
431,  0,  3.587,  0.98,  1, 0.72, 0.04, 1.24, 0.00, 0.79, 0.19, 0.00, 1.91, 0.38, 2.06, 0.17, 0.54, 0.82, 0.27, 0.05, 0.36, 1.42, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
432,  0,  3.595,  0.98,  1, 0.76, 0.04, 1.17, 0.00, 0.81, 0.02, 0.00, 1.88, 0.40, 2.16, 0.05, 0.34, 0.52, 0.13, 0.05, 0.08, 0.81, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
433,  0,  3.604,  0.98,  1, 0.41, 0.00, 1.21, 0.00, 0.88, 0.00, 0.00, 1.82, 0.33, 2.15, 0.08, 0.32, 0.41, 0.09, 0.10, 0.08, 0.33, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
434,  0,  3.612,  0.98,  1, 0.36, 0.00, 1.33, 0.00, 0.85, 0.00, 0.00, 1.90, 0.29, 2.00, 0.10, 0.30, 0.16, 0.00, 0.12, 0.00, 0.06, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
435,  0,  3.620,  0.98,  1, 0.18, 0.00, 1.40, 0.00, 0.81, 0.00, 0.00, 1.79, 0.34, 1.71, 0.11, 0.44, 0.16, 0.00, 0.17, 0.00, 0.06, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
436,  0,  3.629,  0.98,  1, 0.17, 0.00, 1.45, 0.00, 0.82, 0.00, 0.00, 1.73, 0.34, 1.48, 0.03, 0.56, 0.00, 0.00, 0.32, 0.28, 0.16, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
437,  0,  3.637,  0.98,  1, 0.19, 0.00, 1.46, 0.00, 0.81, 0.00, 0.00, 1.79, 0.31, 1.62, 0.07, 0.54, 0.00, 0.00, 0.31, 0.54, 0.17, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
438,  0,  3.645,  0.98,  1, 0.19, 0.00, 1.40, 0.00, 0.67, 0.00, 0.00, 1.73, 0.15, 1.71, 0.09, 0.56, 0.12, 0.03, 0.37, 0.58, 0.20, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
439,  0,  3.654,  0.98,  1, 0.17, 0.00, 1.29, 0.00, 0.63, 0.00, 0.00, 1.90, 0.21, 1.89, 0.09, 0.32, 0.20, 0.07, 0.18, 0.30, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
440,  0,  3.662,  0.98,  1, 0.00, 0.00, 1.33, 0.00, 0.56, 0.00, 0.00, 1.68, 0.13, 1.71, 0.11, 0.27, 0.20, 0.13, 0.24, 0.17, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
441,  0,  3.670,  0.98,  1, 0.00, 0.00, 1.45, 0.00, 0.54, 0.00, 0.00, 1.81, 0.18, 1.76, 0.08, 0.33, 0.17, 0.19, 0.21, 0.27, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
442,  0,  3.679,  0.98,  1, 0.00, 0.00, 1.58, 0.00, 0.46, 0.00, 0.00, 1.69, 0.13, 1.62, 0.19, 0.44, 0.13, 0.15, 0.21, 0.33, 0.15, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
443,  0,  3.687,  0.98,  1, 0.00, 0.00, 1.50, 0.00, 0.39, 0.00, 0.00, 1.91, 0.24, 1.58, 0.10, 0.50, 0.13, 0.09, 0.10, 0.29, 0.23, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
444,  0,  3.695,  0.98,  1, 0.05, 0.00, 1.43, 0.00, 0.51, 0.00, 0.00, 1.94, 0.30, 1.77, 0.11, 0.43, 0.03, 0.05, 0.02, 0.27, 0.20, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
445,  0,  3.704,  0.98,  1, 0.05, 0.00, 1.56, 0.00, 0.49, 0.00, 0.00, 1.94, 0.29, 1.71, 0.00, 0.40, 0.00, 0.05, 0.02, 0.36, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
446,  0,  3.712,  0.98,  1, 0.05, 0.00, 1.63, 0.00, 0.55, 0.00, 0.00, 1.81, 0.24, 1.88, 0.00, 0.38, 0.10, 0.11, 0.01, 0.62, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
