frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
305,  0,  2.536,  0.98,  1, 0.04, 0.02, 1.13, 0.18, 0.54, 0.00, 0.00, 1.78, 0.24, 1.49, 0.06, 0.14, 0.17, 0.48, 0.13, 0.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
306,  0,  2.544,  0.98,  1, 0.00, 0.00, 1.07, 0.10, 0.54, 0.00, 0.00, 1.83, 0.20, 1.31, 0.01, 0.16, 0.17, 0.48, 0.10, 0.30, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
307,  0,  2.553,  0.98,  1, 0.00, 0.00, 1.13, 0.13, 0.54, 0.00, 0.00, 1.76, 0.18, 1.36, 0.03, 0.09, 0.11, 0.44, 0.13, 0.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
308,  0,  2.561,  0.98,  1, 0.03, 0.00, 1.08, 0.07, 0.52, 0.00, 0.00, 1.71, 0.24, 1.41, 0.03, 0.11, 0.06, 0.45, 0.16, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
309,  0,  2.569,  0.98,  1, 0.03, 0.00, 0.96, 0.07, 0.45, 0.00, 0.00, 1.68, 0.25, 1.38, 0.02, 0.08, 0.06, 0.35, 0.27, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
310,  0,  2.578,  0.98,  1, 0.03, 0.00, 0.90, 0.12, 0.44, 0.00, 0.00, 1.79, 0.23, 1.52, 0.01, 0.41, 0.06, 0.41, 0.24, 0.35, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
311,  0,  2.586,  0.98,  1, 0.00, 0.00, 0.94, 0.17, 0.51, 0.00, 0.00, 1.85, 0.22, 1.55, 0.01, 0.56, 0.04, 0.32, 0.34, 0.37, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
312,  0,  2.594,  0.98,  1, 0.00, 0.00, 1.20, 0.17, 0.52, 0.00, 0.00, 1.88, 0.24, 1.77, 0.01, 0.61, 0.04, 0.36, 0.31, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
313,  0,  2.603,  0.98,  1, 0.00, 0.00, 1.28, 0.20, 0.57, 0.00, 0.00, 1.85, 0.27, 1.73, 0.03, 0.37, 0.06, 0.26, 0.39, 0.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
314,  0,  2.611,  0.98,  1, 0.00, 0.00, 1.37, 0.10, 0.54, 0.00, 0.00, 1.94, 0.24, 1.79, 0.03, 0.21, 0.05, 0.29, 0.30, 0.28, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
315,  0,  2.619,  0.98,  1, 0.00, 0.00, 1.17, 0.10, 0.47, 0.00, 0.00, 1.98, 0.20, 1.73, 0.03, 0.19, 0.05, 0.25, 0.42, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
316,  0,  2.628,  0.98,  1, 0.00, 0.00, 1.08, 0.10, 0.39, 0.00, 0.00, 1.90, 0.16, 1.42, 0.00, 0.13, 0.03, 0.33, 0.50, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
317,  0,  2.636,  0.98,  1, 0.07, 0.00, 0.93, 0.09, 0.41, 0.00, 0.00, 1.75, 0.18, 1.36, 0.00, 0.17, 0.00, 0.32, 0.47, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
318,  0,  2.644,  0.98,  1, 0.07, 0.00, 0.94, 0.09, 0.38, 0.00, 0.00, 1.60, 0.11, 1.34, 0.00, 0.29, 0.00, 0.41, 0.26, 0.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
319,  0,  2.653,  0.98,  1, 0.07, 0.00, 0.94, 0.00, 0.43, 0.00, 0.00, 1.77, 0.14, 1.65, 0.00, 0.40, 0.00, 0.38, 0.20, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
320,  0,  2.661,  0.98,  1, 0.00, 0.00, 1.03, 0.00, 0.43, 0.00, 0.00, 1.79, 0.16, 1.81, 0.00, 0.54, 0.00, 0.34, 0.18, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
321,  0,  2.669,  0.98,  1, 0.01, 0.15, 1.24, 0.08, 0.53, 0.00, 0.00, 1.85, 0.26, 1.79, 0.07, 0.57, 0.13, 0.36, 0.28, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
322,  0,  2.678,  0.98,  1, 0.01, 0.15, 1.35, 0.08, 0.50, 0.00, 0.00, 1.73, 0.25, 1.85, 0.07, 0.73, 0.13, 0.50, 0.19, 0.33, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
323,  0,  2.686,  0.98,  1, 0.02, 0.15, 1.48, 0.08, 0.45, 0.00, 0.00, 1.67, 0.20, 1.72, 0.07, 0.62, 0.14, 0.65, 0.32, 0.52, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
324,  0,  2.694,  0.98,  1, 0.02, 0.00, 1.34, 0.09, 0.42, 0.00, 0.00, 1.71, 0.21, 1.72, 0.02, 0.42, 0.02, 0.60, 0.34, 0.53, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
325,  0,  2.703,  0.98,  1, 0.02, 0.16, 1.31, 0.17, 0.48, 0.00, 0.00, 1.68, 0.20, 1.52, 0.02, 0.17, 0.06, 0.47, 0.44, 0.61, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
326,  0,  2.711,  0.98,  1, 0.00, 0.16, 1.13, 0.25, 0.45, 0.00, 0.00, 1.88, 0.22, 1.64, 0.02, 0.28, 0.29, 0.38, 0.26, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
327,  0,  2.719,  0.98,  1, 0.10, 0.16, 1.13, 0.16, 0.50, 0.00, 0.00, 2.01, 0.21, 1.63, 0.00, 0.27, 0.29, 0.40, 0.13, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
328,  0,  2.728,  0.98,  1, 0.10, 0.00, 1.14, 0.08, 0.41, 0.00, 0.00, 2.03, 0.15, 1.70, 0.00, 0.36, 0.25, 0.49, 0.10, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
329,  0,  2.736,  0.98,  1, 0.10, 0.00, 1.17, 0.11, 0.46, 0.00, 0.00, 2.09, 0.14, 1.52, 0.02, 0.37, 0.18, 0.52, 0.11, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
330,  0,  2.744,  0.98,  1, 0.00, 0.00, 1.11, 0.30, 0.38, 0.00, 0.00, 1.94, 0.11, 1.57, 0.02, 0.64, 0.18, 0.49, 0.13, 0.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
331,  0,  2.753,  0.98,  1, 0.00, 0.00, 1.01, 0.38, 0.45, 0.00, 0.00, 2.00, 0.26, 1.46, 0.02, 0.62, 0.18, 0.44, 0.15, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
332,  0,  2.761,  0.98,  1, 0.00, 0.00, 1.06, 0.37, 0.45, 0.00, 0.00, 1.87, 0.33, 1.39, 0.00, 0.44, 0.00, 0.53, 0.22, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
333,  0,  2.769,  0.98,  1, 0.00, 0.00, 1.09, 0.31, 0.48, 0.00, 0.00, 2.02, 0.31, 1.33, 0.00, 0.25, 0.16, 0.65, 0.30, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
334,  0,  2.778,  0.98,  1, 0.07, 0.03, 1.23, 0.35, 0.46, 0.00, 0.00, 2.02, 0.27, 1.55, 0.00, 0.19, 0.16, 0.65, 0.32, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
335,  0,  2.786,  0.98,  1, 0.10, 0.08, 1.21, 0.25, 0.42, 0.00, 0.00, 2.13, 0.18, 1.67, 0.04, 0.20, 0.20, 0.45, 0.37, 0.37, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
336,  0,  2.794,  0.98,  1, 0.16, 0.23, 1.25, 0.11, 0.41, 0.00, 0.00, 2.00, 0.20, 1.84, 0.04, 0.20, 0.18, 0.28, 0.26, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
337,  0,  2.803,  0.98,  1, 0.09, 0.20, 1.23, 0.00, 0.43, 0.00, 0.00, 2.03, 0.16, 1.77, 0.04, 0.29, 0.18, 0.25, 0.20, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
338,  0,  2.811,  0.98,  1, 0.05, 0.14, 1.33, 0.00, 0.44, 0.00, 0.00, 1.89, 0.19, 1.73, 0.00, 0.33, 0.21, 0.26, 0.16, 0.38, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
339,  0,  2.819,  0.98,  1, 0.02, 0.13, 1.40, 0.00, 0.44, 0.00, 0.00, 1.80, 0.16, 1.49, 0.00, 0.24, 0.08, 0.16, 0.27, 0.38, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
340,  0,  2.828,  0.98,  1, 0.02, 0.13, 1.43, 0.00, 0.43, 0.00, 0.00, 1.64, 0.16, 1.58, 0.00, 0.12, 0.08, 0.07, 0.49, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
341,  0,  2.836,  0.98,  1, 0.02, 0.13, 1.25, 0.03, 0.44, 0.00, 0.00, 1.62, 0.18, 1.56, 0.00, 0.18, 0.01, 0.05, 0.48, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
342,  0,  2.845,  0.98,  1, 0.00, 0.14, 1.28, 0.03, 0.51, 0.00, 0.00, 1.68, 0.25, 1.58, 0.00, 0.38, 0.00, 0.12, 0.38, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
343,  0,  2.853,  0.98,  1, 0.00, 0.14, 1.33, 0.03, 0.47, 0.00, 0.00, 1.70, 0.24, 1.29, 0.00, 0.41, 0.00, 0.20, 0.24, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
344,  0,  2.861,  0.98,  1, 0.00, 0.26, 1.47, 0.00, 0.48, 0.00, 0.00, 1.73, 0.25, 1.29, 0.00, 0.36, 0.02, 0.35, 0.20, 0.30, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
345,  0,  2.870,  0.98,  1, 0.00, 0.12, 1.37, 0.04, 0.43, 0.00, 0.00, 1.76, 0.23, 1.35, 0.00, 0.23, 0.06, 0.43, 0.21, 0.33, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
346,  0,  2.878,  0.98,  1, 0.00, 0.12, 1.10, 0.04, 0.42, 0.00, 0.00, 1.82, 0.26, 1.60, 0.00, 0.36, 0.06, 0.46, 0.18, 0.30, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
347,  0,  2.886,  0.98,  1, 0.00, 0.00, 1.06, 0.04, 0.35, 0.00, 0.00, 1.77, 0.20, 1.59, 0.00, 0.45, 0.05, 0.45, 0.32, 0.48, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
348,  0,  2.895,  0.98,  1, 0.00, 0.00, 1.07, 0.01, 0.34, 0.00, 0.00, 1.79, 0.19, 1.60, 0.00, 0.54, 0.05, 0.44, 0.35, 0.54, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
349,  0,  2.903,  0.98,  1, 0.00, 0.00, 1.09, 0.10, 0.32, 0.00, 0.00, 1.65, 0.19, 1.47, 0.00, 0.41, 0.05, 0.46, 0.27, 0.62, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
350,  0,  2.911,  0.98,  1, 0.00, 0.00, 0.88, 0.10, 0.34, 0.00, 0.00, 1.73, 0.27, 1.44, 0.00, 0.24, 0.15, 0.41, 0.25, 0.54, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
351,  0,  2.920,  0.98,  1, 0.00, 0.14, 0.82, 0.09, 0.34, 0.00, 0.00, 1.77, 0.30, 1.39, 0.00, 0.14, 0.19, 0.47, 0.35, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
352,  0,  2.928,  0.98,  1, 0.00, 0.14, 0.91, 0.00, 0.39, 0.00, 0.00, 1.97, 0.34, 1.41, 0.01, 0.31, 0.39, 0.44, 0.38, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
353,  0,  2.936,  0.98,  1, 0.00, 0.14, 1.06, 0.00, 0.53, 0.00, 0.00, 1.98, 0.33, 1.48, 0.11, 0.52, 0.29, 0.48, 0.22, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
354,  0,  2.945,  0.98,  1, 0.00, 0.00, 1.18, 0.05, 0.54, 0.00, 0.00, 1.88, 0.37, 1.54, 0.11, 0.69, 0.38, 0.37, 0.07, 0.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
355,  0,  2.953,  0.98,  1, 0.00, 0.06, 1.14, 0.14, 0.55, 0.00, 0.00, 1.81, 0.43, 1.62, 0.10, 0.68, 0.26, 0.33, 0.16, 0.83, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
356,  0,  2.961,  0.98,  1, 0.09, 0.06, 1.24, 0.14, 0.51, 0.00, 0.00, 1.92, 0.49, 1.65, 0.03, 0.58, 0.30, 0.36, 0.25, 0.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
357,  0,  2.970,  0.98,  1, 0.14, 0.12, 1.40, 0.08, 0.62, 0.00, 0.00, 1.85, 0.45, 1.49, 0.15, 0.36, 0.28, 0.39, 0.33, 0.77, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
358,  0,  2.978,  0.98,  1, 0.24, 0.06, 1.46, 0.00, 0.69, 0.00, 0.00, 1.86, 0.35, 1.44, 0.15, 0.29, 0.20, 0.46, 0.23, 0.89, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
359,  0,  2.986,  0.98,  1, 0.24, 0.06, 1.62, 0.01, 0.77, 0.00, 0.00, 1.80, 0.30, 1.33, 0.16, 0.27, 0.31, 0.47, 0.15, 0.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
360,  0,  2.995,  0.98,  1, 0.50, 0.00, 1.28, 0.20, 0.75, 0.00, 0.00, 1.90, 0.30, 1.49, 0.04, 0.33, 0.15, 0.52, 0.23, 0.81, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
361,  0,  3.003,  0.98,  1, 0.54, 0.08, 1.19, 0.20, 0.75, 0.00, 0.00, 1.98, 0.38, 1.58, 0.13, 0.20, 0.15, 0.61, 0.25, 0.61, 0.16, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
362,  0,  3.011,  0.98,  1, 0.71, 0.11, 1.01, 0.19, 0.74, 0.00, 0.00, 2.02, 0.41, 1.80, 0.09, 0.23, 0.07, 0.61, 0.31, 0.84, 0.40, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
363,  0,  3.020,  0.98,  1, 0.73, 0.38, 1.13, 0.00, 0.73, 0.00, 0.00, 2.01, 0.44, 1.78, 0.09, 0.18, 0.07, 0.54, 0.22, 0.70, 0.71, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
364,  0,  3.028,  0.98,  1, 0.86, 0.36, 1.31, 0.00, 0.79, 0.05, 0.00, 1.94, 0.40, 1.78, 0.00, 0.20, 0.09, 0.40, 0.20, 0.69, 0.92, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
365,  0,  3.036,  0.98,  1, 0.98, 0.34, 1.35, 0.00, 0.76, 0.11, 0.00, 1.78, 0.45, 1.65, 0.04, 0.10, 0.14, 0.34, 0.22, 0.59, 1.04, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
366,  0,  3.045,  0.98,  1, 1.05, 0.12, 1.47, 0.00, 0.79, 0.11, 0.00, 1.81, 0.40, 1.60, 0.04, 0.05, 0.38, 0.27, 0.17, 0.39, 1.20, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
367,  0,  3.053,  0.98,  1, 1.12, 0.07, 1.43, 0.00, 0.84, 0.45, 0.00, 1.81, 0.37, 1.52, 0.06, 0.03, 0.43, 0.16, 0.13, 0.29, 1.45, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
368,  0,  3.061,  0.98,  1, 1.06, 0.07, 1.42, 0.00, 0.91, 0.79, 0.00, 1.96, 0.31, 1.71, 0.03, 0.02, 0.49, 0.19, 0.05, 0.46, 1.77, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
369,  0,  3.070,  0.98,  1, 1.05, 0.00, 1.41, 0.00, 0.93, 0.87, 0.00, 2.02, 0.37, 1.77, 0.20, 0.06, 0.29, 0.19, 0.10, 0.80, 2.07, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
370,  0,  3.078,  0.98,  1, 1.12, 0.19, 1.37, 0.00, 0.91, 0.73, 0.00, 2.03, 0.36, 1.94, 0.17, 0.06, 0.38, 0.19, 0.18, 0.94, 2.28, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
371,  0,  3.086,  0.98,  1, 1.17, 0.30, 1.40, 0.00, 0.90, 0.41, 0.00, 2.05, 0.42, 1.87, 0.24, 0.04, 0.25, 0.15, 0.17, 0.77, 2.31, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
372,  0,  3.095,  0.98,  1, 0.96, 0.32, 1.34, 0.00, 0.83, 0.34, 0.00, 1.91, 0.32, 1.80, 0.08, 0.12, 0.41, 0.30, 0.17, 0.68, 2.50, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
373,  0,  3.103,  0.98,  1, 0.96, 0.21, 1.39, 0.00, 0.78, 0.18, 0.00, 1.85, 0.32, 1.84, 0.26, 0.15, 0.25, 0.30, 0.36, 0.80, 2.43, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
374,  0,  3.111,  0.98,  1, 0.99, 0.23, 1.46, 0.00, 0.75, 0.10, 0.00, 1.62, 0.29, 1.69, 0.39, 0.21, 0.38, 0.28, 0.52, 0.82, 2.61, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
375,  0,  3.120,  0.98,  1, 1.22, 0.43, 1.65, 0.00, 0.82, 0.30, 0.00, 1.65, 0.30, 1.72, 0.37, 0.10, 0.34, 0.23, 0.45, 0.72, 2.35, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
